system:index,blue_L8_1,green_L8_1,landcover_L8_1,nir_L8_1,red_L8_1,swir1_L8_1,swir2_L8_1,blue_L8_2,green_L8_2,landcover_L8_2,nir_L8_2,red_L8_2,swir1_L8_2,swir2_L8_2
00000000000000000127_0,0.07284,0.11674,0,0.38052,0.1265,0.33448,0.19808,0.0830000000000001,0.1322,0,0.37624,0.13588,0.30456,0.18204
00000000000000000129_0,0.06926,0.1262,0,0.0444400000000001,0.07878,0.03714,0.0307000000000001,0.05216,0.0937200000000001,0,0.01434,0.03742,0.01848,0.01694
0000000000000000012a_0,0.13336,0.16908,0,0.23956,0.18024,0.22608,0.18612,0.13714,0.17242,0,0.30252,0.22378,0.2763,0.20372
0000000000000000012b_0,0.0809200000000001,0.11244,0,0.34558,0.11376,0.29848,0.1888,0.0628600000000001,0.0994200000000001,0,0.48504,0.0799800000000001,0.286,0.14576
0000000000000000012e_0,0.0420400000000001,0.07672,0,0.3986,0.0496,0.19096,0.0873400000000001,0.036,0.0569600000000001,0,0.41844,0.03712,0.1882,0.07392
00000000000000000131_0,0.10812,0.16646,0,0.39126,0.18118,0.4028,0.30148,0.08412,0.14732,0,0.42356,0.1344,0.37368,0.2436
00000000000000000132_0,0.0920400000000001,0.12804,0,0.32936,0.11122,0.28504,0.1882,0.0849200000000001,0.12664,0,0.34964,0.10916,0.27856,0.16356
00000000000000000133_0,0.0980800000000001,0.13116,0,0.3476,0.11796,0.23616,0.15496,0.0554800000000001,0.0798,0,0.24822,0.06836,0.13462,0.0729400000000001
00000000000000000134_0,0.07364,0.10338,0,0.22868,0.0867400000000001,0.18928,0.11528,0.0469600000000001,0.09412,0,0.24096,0.0648800000000001,0.13976,0.07208
00000000000000000135_0,0.06134,0.0888800000000001,0,0.3127,0.0762600000000001,0.2391,0.1317,0.05866,0.0870600000000001,0,0.39482,0.0801,0.27076,0.14586
00000000000000000136_0,0.07536,0.12116,0,0.13436,0.11424,0.10928,0.10052,0.0990200000000001,0.13156,0,0.24118,0.13004,0.205,0.14296
00000000000000000137_0,0.0754,0.1272,0,0.0485600000000001,0.10636,0.0147600000000001,0.00984,0.10482,0.15356,0,0.067,0.15188,0.01564,0.00946
00000000000000000139_0,0.17156,0.21132,0,0.25192,0.2304,0.2526,0.21124,0.24264,0.28288,0,0.4156,0.32792,0.44312,0.39216
0000000000000000013d_0,0.14036,0.18052,0,0.29936,0.20196,0.30612,0.26916,0.14636,0.18804,0,0.314,0.1966,0.31208,0.25304
0000000000000000013e_0,0.11168,0.15648,0,0.28196,0.17284,0.27408,0.2168,0.0998600000000001,0.15394,0,0.3396,0.17366,0.27836,0.2188
00000000000000000141_0,0.0564200000000001,0.0950200000000001,0,0.03428,0.0661200000000001,0.0296400000000001,0.0246400000000001,0.0351000000000001,0.0765800000000001,0,0.0106400000000001,0.0413000000000001,0.01778,0.01618
00000000000000000144_0,0.07006,0.13074,0,0.13736,0.12022,0.0968600000000001,0.0632000000000001,0.0601600000000001,0.12288,0,0.13164,0.0874400000000001,0.0522400000000001,0.03444
00000000000000000145_0,0.19868,0.25432,0,0.39448,0.28632,0.37012,0.30256,0.17468,0.22652,0,0.3602,0.25692,0.35296,0.26408
00000000000000000146_0,0.1191,0.13946,0,0.31,0.13564,0.28516,0.183,0.10712,0.13484,0,0.27652,0.1374,0.2368,0.13724
00000000000000000148_0,0.04432,0.0870600000000001,0,0.44598,0.0527200000000001,0.22498,0.104,0.03684,0.0644400000000001,0,0.41612,0.04828,0.22628,0.0977600000000001
00000000000000000149_0,0.10652,0.12392,0,0.13848,0.11536,0.09716,0.0691600000000001,0.0994200000000001,0.11662,0,0.13412,0.10998,0.1039,0.0757400000000001
0000000000000000014b_0,0.10444,0.1302,0,0.2994,0.131,0.19524,0.13368,0.0960400000000001,0.14222,0,0.36444,0.11582,0.25676,0.17564
0000000000000000014d_0,0.0369,0.09454,0,0.01714,0.05238,0.0256400000000001,0.0243600000000001,0.03806,0.0885400000000001,0,0.01876,0.0422600000000001,0.02766,0.0254000000000001
0000000000000000014e_0,0.04606,0.0875000000000001,0,0.0153800000000001,0.0519200000000001,0.01938,0.01628,0.0405000000000001,0.0732400000000001,0,0.01124,0.04038,0.01714,0.01558
00000000000000000152_0,0.0504000000000001,0.11916,0,0.0121600000000001,0.0926000000000001,0.00724,0.0076,0.0921600000000001,0.13206,0,0.0467400000000001,0.10074,0.01998,0.01222
00000000000000000153_0,0.0514800000000001,0.0788800000000001,0,0.27902,0.0707600000000001,0.21676,0.122,0.0423200000000001,0.07474,0,0.44018,0.0506400000000001,0.22738,0.10534
00000000000000000154_0,0.113,0.14132,0,0.21156,0.14948,0.23348,0.21448,0.13312,0.15536,0,0.24756,0.16932,0.249,0.20372
00000000000000000156_0,0.0609800000000001,0.0935200000000001,0,0.3238,0.0831800000000001,0.23534,0.13314,0.0443,0.0850000000000001,0,0.4883,0.05456,0.2237,0.0929
00000000000000000159_0,0.02572,0.0927600000000001,0,0.00624,0.05304,0.00732,0.00816,0.0539400000000001,0.13024,0,0.0152600000000001,0.1182,0.00876,0.00884
0000000000000000015b_0,0.148,0.18164,0,0.25352,0.1952,0.28112,0.25776,0.15184,0.20116,0,0.28144,0.213,0.3586,0.30084
0000000000000000015f_0,0.11908,0.14488,0,0.0976400000000001,0.1312,0.0559600000000001,0.0385200000000001,0.0854800000000001,0.12352,0,0.0644000000000001,0.11688,0.03932,0.02552
00000000000000000160_0,0.02184,0.05976,0,0.0707600000000001,0.04272,0.04044,0.0304,0.0282000000000001,0.05748,0,0.10408,0.03544,0.0266400000000001,0.01692
00000000000000000163_0,0.10012,0.14092,0,0.43248,0.1314,0.33864,0.22604,0.07964,0.12472,0,0.43372,0.11464,0.3058,0.19216
00000000000000000167_0,0.0560600000000001,0.0919400000000001,0,0.35942,0.0873200000000001,0.287,0.15602,0.0446400000000001,0.08666,0,0.51156,0.0579200000000001,0.26614,0.11272
0000000000000000016a_0,0.26396,0.41916,0,0.60728,0.51724,0.64436,0.442,0.24956,0.3692,0,0.59196,0.44956,0.70676,0.50476
0000000000000000016c_0,0.129,0.14824,0,0.21396,0.14836,0.22768,0.21552,0.1274,0.15636,0,0.2074,0.15422,0.20876,0.18394
0000000000000000016f_0,0.0394800000000001,0.0680000000000001,0,0.45584,0.0362400000000001,0.18764,0.06592,0.04432,0.0822000000000001,0,0.42152,0.0556800000000001,0.18996,0.06824
00000000000000000173_0,0.13464,0.18992,0,0.36868,0.21944,0.42972,0.2702,0.0850400000000001,0.13608,0,0.3046,0.15224,0.25836,0.15408
00000000000000000176_0,0.05888,0.0878,0,0.0416,0.05432,0.0439600000000001,0.03916,0.0688400000000001,0.10456,0,0.04876,0.0639600000000001,0.0423600000000001,0.03288
00000000000000000177_0,0.10996,0.13912,0,0.3268,0.14448,0.40412,0.28602,0.0733200000000001,0.1204,0,0.52436,0.0854,0.27984,0.1268
00000000000000000180_0,0.1092,0.15708,0,0.0657200000000001,0.14552,0.0396400000000001,0.02944,0.10196,0.15652,0,0.08212,0.13248,0.0323600000000001,0.0188800000000001
00000000000000000182_0,0.10328,0.13904,0,0.44672,0.11836,0.32024,0.1704,0.07048,0.11716,0,0.49804,0.097,0.35808,0.1718
00000000000000000188_0,0.0428000000000001,0.10952,0,0.0,0.0557200000000001,0.00796,0.01024,0.0408400000000001,0.10286,0,0.00322,0.04808,0.01588,0.01616
00000000000000000189_0,0.0761000000000001,0.0991600000000001,0,0.39846,0.0901200000000001,0.19274,0.10954,0.05846,0.0944400000000001,0,0.46284,0.0952200000000001,0.2321,0.12324
0000000000000000018a_0,0.10808,0.1414,0,0.0649600000000001,0.11564,0.01908,0.00972,0.09988,0.15256,0,0.0466,0.12204,0.02284,0.0161600000000001
0000000000000000018b_0,0.18696,0.27284,0,0.404,0.30896,0.51732,0.5246,0.24148,0.345,0,0.51324,0.39664,0.69748,0.59256
00000000000000000191_0,0.13664,0.17972,0,0.11424,0.16524,0.0897600000000001,0.07436,0.04056,0.0920400000000001,0,0.002,0.0727600000000001,0.00136,0.00272
00000000000000000194_0,0.07668,0.1108,0,0.0506,0.0778,0.04844,0.0465200000000001,0.0861000000000001,0.14318,0,0.0869000000000001,0.12918,0.07708,0.0718
00000000000000000196_0,0.0475200000000001,0.0846400000000001,0,0.48256,0.0644400000000001,0.21024,0.0915200000000001,0.0358,0.06518,0,0.49062,0.0451,0.18968,0.0743800000000001
00000000000000000198_0,0.08358,0.12738,0,0.32846,0.15454,0.35396,0.26294,0.0637400000000001,0.12002,0,0.46386,0.1293,0.34984,0.22772
00000000000000000199_0,0.07192,0.11928,0,0.16204,0.1072,0.10012,0.06692,0.06364,0.11064,0,0.22076,0.10308,0.11808,0.0674000000000001
0000000000000000019b_0,0.0788800000000001,0.11372,0,0.2514,0.09884,0.19144,0.11528,0.07692,0.11836,0,0.29316,0.09368,0.19728,0.10896
0000000000000000019d_0,0.0467600000000001,0.0846000000000001,0,0.25956,0.0839600000000001,0.19106,0.10794,0.03072,0.06736,0,0.26288,0.06378,0.1461,0.06806
0000000000000000019e_0,0.1478,0.18776,0,0.32384,0.20564,0.35652,0.31788,0.11524,0.1546,0,0.29804,0.15804,0.32452,0.26524
000000000000000001a3_0,0.0625200000000001,0.08956,0,0.43228,0.0609600000000001,0.22796,0.0996000000000001,0.0643000000000001,0.10606,0,0.52428,0.0673400000000001,0.2582,0.11004
000000000000000001a6_0,0.04062,0.0788200000000001,0,0.18558,0.0551000000000001,0.12022,0.0675800000000001,0.03052,0.0886400000000001,0,0.24596,0.0449600000000001,0.10504,0.0452000000000001
000000000000000001a9_0,0.0633000000000001,0.0885800000000001,0,0.36014,0.0796200000000001,0.21346,0.11804,0.0443000000000001,0.06784,0,0.51376,0.0511,0.20916,0.0840600000000001
000000000000000001aa_0,0.02612,0.0584400000000001,0,0.29012,0.0384,0.13436,0.0571200000000001,0.01756,0.03744,0,0.28052,0.02352,0.10464,0.0376
000000000000000001b1_0,0.051,0.08302,0,0.22542,0.08148,0.1777,0.09348,0.0482400000000001,0.0798,0,0.14612,0.0750000000000001,0.11932,0.06636
000000000000000001b4_0,0.13056,0.15148,0,0.27956,0.16592,0.37984,0.26908,0.16648,0.21348,0,0.35424,0.2316,0.43112,0.30302
000000000000000001b5_0,0.0541200000000001,0.12104,0,0.0333600000000001,0.0911600000000001,0.0264800000000001,0.01924,0.03944,0.12584,0,0.0526800000000001,0.09362,0.0342400000000001,0.02034
000000000000000001b8_0,0.0668800000000001,0.0999200000000001,0,0.40932,0.10208,0.25816,0.14416,0.05304,0.0874600000000001,0,0.47882,0.08682,0.24664,0.12498
000000000000000001ba_0,0.0831000000000001,0.12138,0,0.3027,0.12036,0.26096,0.17546,0.05644,0.10068,0,0.4212,0.0893200000000001,0.2714,0.152
000000000000000001bb_0,0.126,0.17416,0,0.0963600000000001,0.14856,0.0846000000000001,0.0721600000000001,0.10944,0.16124,0,0.0954400000000001,0.17612,0.02856,0.0286400000000001
000000000000000001bc_0,0.14708,0.1852,0,0.31416,0.21204,0.31792,0.27664,0.15468,0.19588,0,0.36002,0.22862,0.3245,0.26964
000000000000000001bd_0,0.10784,0.1898,0,0.53112,0.201,0.4394,0.31428,0.0998000000000001,0.17012,0,0.49024,0.17614,0.38324,0.25572
00000000000000000161_0,0.0476400000000001,0.0765600000000001,0,0.30004,0.05964,0.18508,0.09672,0.0428000000000001,0.0730000000000001,0,0.41664,0.05172,0.20144,0.0889200000000001
000000000000000000bc_0,0.0675800000000001,0.0833400000000001,0,0.28716,0.0639400000000001,0.14768,0.07434,0.0681600000000001,0.10296,0,0.4064,0.06976,0.16016,0.0662400000000001
00000000000000000068_0,0.0649800000000001,0.09118,0,0.36294,0.0722400000000001,0.23386,0.11576,0.0564200000000001,0.0850000000000001,0,0.43794,0.0631200000000001,0.24676,0.11186
0000000000000000014c_0,0.0461200000000001,0.09612,0,0.46716,0.0592,0.22752,0.10332,0.0369600000000001,0.07864,0,0.48212,0.04816,0.19896,0.0814800000000001
000000000000000000be_0,0.07236,0.097,0,0.3504,0.0703200000000001,0.16332,0.08212,0.0619,0.0883000000000001,0,0.38832,0.06662,0.1712,0.0763400000000001
00000000000000000151_0,0.0897600000000001,0.1078,0,0.0419600000000001,0.0701200000000001,0.01592,0.0096,0.0754600000000001,0.1009,0,0.0425800000000001,0.0668200000000001,0.01986,0.0123200000000001
00000000000000000121_0,0.03658,0.0726000000000001,0,0.35384,0.0520600000000001,0.21442,0.10236,0.03244,0.0820000000000001,0,0.47084,0.0452000000000001,0.20424,0.08136
0000000000000000000b_0,0.06238,0.09226,0,0.39616,0.08124,0.2634,0.13426,0.0389,0.0735400000000001,0,0.54494,0.04484,0.2375,0.0962000000000001
00000000000000000110_0,0.0630600000000001,0.10762,0,0.47022,0.0800400000000001,0.27728,0.13328,0.05632,0.11012,0,0.48536,0.07812,0.24516,0.09812
0000000000000000006d_0,0.07236,0.10832,0,0.07092,0.0919200000000001,0.05876,0.0472400000000001,0.02538,0.0553,0,0.0332200000000001,0.03998,0.02318,0.0151000000000001
00000000000000000113_0,0.0686800000000001,0.11144,0,0.23724,0.0955200000000001,0.18316,0.1322,0.0482400000000001,0.08652,0,0.26788,0.0655600000000001,0.1466,0.0909200000000001
00000000000000000118_0,0.0509600000000001,0.0945200000000001,0,0.245,0.07136,0.12292,0.05976,0.0550400000000001,0.10204,0,0.31654,0.0786200000000001,0.1402,0.0693400000000001
0000000000000000015a_0,0.0856400000000001,0.11164,0,0.38536,0.0953200000000001,0.254,0.13328,0.06704,0.0961600000000001,0,0.40732,0.0834400000000001,0.233,0.11088
000000000000000000cb_0,0.10792,0.16712,0,0.11096,0.15416,0.0828800000000001,0.0691200000000001,0.1022,0.15716,0,0.0722,0.1432,0.0471200000000001,0.03632
0000000000000000009d_0,0.07292,0.11456,0,0.31832,0.08656,0.20268,0.11508,0.0514000000000001,0.0944600000000001,0,0.32486,0.07594,0.18914,0.10726
000000000000000000c4_0,0.0400600000000001,0.10166,0,0.0,0.0644600000000001,0.0056,0.00712,0.03788,0.10904,0,0.01368,0.06564,0.01912,0.01656
000000000000000001af_0,0.0599200000000001,0.09114,0,0.0464600000000001,0.0635000000000001,0.0294000000000001,0.02358,0.0495400000000001,0.0767000000000001,0,0.0418,0.0529000000000001,0.03684,0.0297000000000001
00000000000000000000_0,0.0624200000000001,0.0891000000000001,0,0.41232,0.0676000000000001,0.23264,0.1054,0.0604000000000001,0.0960400000000001,0,0.47168,0.0700000000000001,0.23756,0.0938800000000001
00000000000000000079_0,0.118,0.18808,0,0.37824,0.23972,0.38268,0.25504,0.13896,0.22208,0,0.4484,0.27072,0.4432,0.28036
000000000000000000c3_0,0.0546400000000001,0.09826,0,0.39592,0.08584,0.25824,0.14722,0.03944,0.0808400000000001,0,0.52852,0.0573400000000001,0.24616,0.1262
0000000000000000014f_0,0.0672400000000001,0.10948,0,0.49852,0.1152,0.3292,0.18654,0.0706600000000001,0.11336,0,0.58124,0.10376,0.3492,0.1936
000000000000000001a8_0,0.0699400000000001,0.12508,0,0.0459000000000001,0.0867800000000001,0.03386,0.02582,0.0572600000000001,0.10754,0,0.0158600000000001,0.06346,0.01806,0.0159000000000001
000000000000000000a0_0,0.11668,0.14364,0,0.29068,0.1604,0.3636,0.2452,0.0908000000000001,0.14944,0,0.443,0.1262,0.33064,0.17504
00000000000000000166_0,0.06956,0.12676,0,0.0609200000000001,0.0795400000000001,0.0632800000000001,0.05064,0.0439400000000001,0.10126,0,0.03156,0.05732,0.0439200000000001,0.0381000000000001
00000000000000000065_0,0.10504,0.14424,0,0.307,0.14916,0.29948,0.22764,0.05776,0.0937600000000001,0,0.39664,0.0690000000000001,0.17412,0.09084
0000000000000000012f_0,0.0658800000000001,0.0959600000000001,0,0.39028,0.0696000000000001,0.23744,0.1256,0.0678,0.0957600000000001,0,0.47528,0.0688,0.279,0.13664
00000000000000000061_0,0.0850200000000001,0.12324,0,0.3538,0.14142,0.33344,0.22556,0.0712400000000001,0.1172,0,0.30748,0.13124,0.25378,0.17808
00000000000000000171_0,0.0705600000000001,0.1098,0,0.391,0.0986400000000001,0.26412,0.13312,0.0498400000000001,0.09128,0,0.50668,0.0652400000000001,0.22416,0.09916
0000000000000000009f_0,0.0933600000000001,0.12472,0,0.20888,0.10648,0.10788,0.0579600000000001,0.0916400000000001,0.13196,0,0.33684,0.12344,0.2062,0.11688
00000000000000000138_0,0.0898600000000001,0.13586,0,0.43732,0.12078,0.31824,0.18968,0.14444,0.23556,0,0.56936,0.24844,0.53788,0.33628
000000000000000000a8_0,0.0719000000000001,0.10064,0,0.20042,0.0937400000000001,0.17016,0.0995800000000001,0.0644400000000001,0.10536,0,0.21868,0.08012,0.1276,0.06088
000000000000000000f0_0,0.10624,0.14328,0,0.1992,0.13592,0.14556,0.0884,0.10046,0.13904,0,0.20014,0.14012,0.14658,0.0856000000000001
0000000000000000000f_0,0.0398800000000001,0.0828600000000001,0,0.00962,0.036,0.0113,0.0103800000000001,0.01234,0.04324,0,0.0,0.0138200000000001,0.00644,0.0071
000000000000000000e8_0,0.0963200000000001,0.13288,0,0.30696,0.1206,0.27088,0.19152,0.124,0.17648,0,0.30948,0.20328,0.34564,0.25492
00000000000000000076_0,0.04948,0.11568,0,0.03612,0.0906400000000001,0.0137600000000001,0.01004,0.0931000000000001,0.1539,0,0.0696800000000001,0.13992,0.02406,0.0140400000000001
00000000000000000006_0,0.0413000000000001,0.0813200000000001,0,0.02174,0.0291200000000001,0.0217800000000001,0.01904,0.0344,0.06706,0,0.00288,0.01874,0.0056,0.00616
00000000000000000094_0,0.0658,0.0986800000000001,0,0.43492,0.0927600000000001,0.3652,0.18196,0.0412000000000001,0.0802000000000001,0,0.39712,0.05548,0.2324,0.10848
00000000000000000186_0,0.1032,0.14438,0,0.29972,0.14646,0.2615,0.1735,0.0811000000000001,0.11804,0,0.3936,0.10786,0.26618,0.15222
000000000000000000bb_0,0.0931600000000001,0.0907200000000001,0,0.12464,0.092,0.17392,0.15876,0.13936,0.139,0,0.15884,0.13308,0.22324,0.19644
0000000000000000011a_0,0.12512,0.18008,0,0.09884,0.16676,0.0818,0.0696800000000001,0.10958,0.1627,0,0.12826,0.1849,0.0411600000000001,0.0356800000000001
00000000000000000105_0,0.10356,0.13384,0,0.26084,0.13692,0.28596,0.23316,0.0947400000000001,0.12206,0,0.29142,0.11624,0.27196,0.20566
000000000000000000af_0,0.1086,0.1636,0,0.10084,0.14492,0.05392,0.0345200000000001,0.0740400000000001,0.12606,0,0.0873400000000001,0.1062,0.04764,0.02884
000000000000000000c8_0,0.0914,0.14704,0,0.0674000000000001,0.15304,0.0114400000000001,0.0072,0.0939200000000001,0.168,0,0.12948,0.1728,0.0138800000000001,0.00936
000000000000000000bf_0,0.06964,0.1088,0,0.35592,0.0906400000000001,0.23876,0.13792,0.05888,0.11124,0,0.3802,0.0798800000000001,0.18548,0.0842800000000001
00000000000000000172_0,0.04016,0.0942000000000001,0,0.0438000000000001,0.0558400000000001,0.05636,0.0476800000000001,0.0445,0.0852000000000001,0,0.04514,0.05388,0.0430000000000001,0.0345800000000001
00000000000000000164_0,0.10324,0.154,0,0.04748,0.13768,0.01364,0.00824,0.11696,0.18552,0,0.14996,0.2177,0.0159800000000001,0.0108200000000001
0000000000000000017f_0,0.0462400000000001,0.10368,0,0.27212,0.08856,0.14112,0.0874,0.05788,0.11896,0,0.50508,0.10208,0.2454,0.12848
00000000000000000178_0,0.0314800000000001,0.09196,0,0.0167200000000001,0.07696,0.00968,0.00848,0.0688800000000001,0.12344,0,0.0289200000000001,0.10252,0.01456,0.01024
000000000000000001a1_0,0.0972200000000001,0.12866,0,0.33868,0.14166,0.43654,0.29362,0.0569800000000001,0.10326,0,0.53866,0.0764000000000001,0.3411,0.16798
000000000000000001ad_0,0.0446,0.10848,0,0.41252,0.07908,0.2654,0.12728,0.0492400000000001,0.1028,0,0.41672,0.07812,0.22408,0.11796
0000000000000000006f_0,0.09328,0.13316,0,0.4051,0.13668,0.37388,0.23368,0.0130400000000001,0.06088,0,0.34096,0.0384,0.18336,0.0828
0000000000000000003b_0,0.05274,0.10216,0,0.1503,0.10908,0.11166,0.0727,0.04072,0.0928000000000001,0,0.17864,0.10624,0.093,0.0540000000000001
000000000000000000f1_0,0.10128,0.14464,0,0.27572,0.13824,0.2464,0.16568,0.10752,0.14768,0,0.36616,0.13732,0.28568,0.16472
00000000000000000162_0,0.0268,0.0917600000000001,0,0.00332,0.04748,0.00492,0.00568,0.0444600000000001,0.12136,0,0.01478,0.10054,0.0107200000000001,0.00972
0000000000000000019f_0,0.12724,0.17344,0,0.35684,0.18724,0.3564,0.2776,0.1656,0.19916,0,0.39936,0.22164,0.3668,0.281
00000000000000000165_0,0.11116,0.14314,0,0.08924,0.11788,0.04982,0.03296,0.10376,0.13474,0,0.11492,0.12914,0.04028,0.0248600000000001
00000000000000000181_0,0.03012,0.10364,0,0.00644,0.0668800000000001,0.00616,0.00716,0.05648,0.13856,0,0.0028,0.10196,0.00638,0.00672
000000000000000001a7_0,0.0570600000000001,0.1064,0,0.0219200000000001,0.07814,0.01414,0.01156,0.0413200000000001,0.0967400000000001,0,0.0,0.0635800000000001,0.00974,0.01202
0000000000000000007f_0,0.0406,0.0998000000000001,0,0.0298000000000001,0.052,0.04388,0.0420800000000001,0.0612,0.0962400000000001,0,0.0214400000000001,0.0426000000000001,0.02372,0.02152
00000000000000000197_0,0.09584,0.1408,0,0.0850000000000001,0.13084,0.03096,0.0183200000000001,0.10464,0.1532,0,0.10976,0.1546,0.0319200000000001,0.0197600000000001
0000000000000000015d_0,0.0387200000000001,0.0604400000000001,0,0.0456600000000001,0.04158,0.0218,0.01572,0.0535400000000001,0.0836200000000001,0,0.10064,0.05594,0.0385000000000001,0.0286400000000001
00000000000000000002_0,0.2174,0.33572,0,0.44092,0.35728,0.37884,0.36656,0.21388,0.34588,0,0.476,0.34468,0.35068,0.3144
0000000000000000004f_0,0.0882400000000001,0.12666,0,0.21212,0.1473,0.21338,0.18046,0.1023,0.15798,0,0.26858,0.1782,0.28894,0.22834
0000000000000000009c_0,0.11128,0.14936,0,0.28834,0.1704,0.28666,0.24536,0.1105,0.1568,0,0.30274,0.18156,0.28798,0.24288
000000000000000000a3_0,0.07436,0.11068,0,0.36408,0.09572,0.20352,0.11772,0.06472,0.0989400000000001,0,0.38542,0.0809800000000001,0.20402,0.11122
