system:index,blue_S2_1,green_S2_1,landcover_S2_1,nir_S2_1,red_S2_1,swir1_S2_1,swir2_S2_1,blue_S2_2,green_S2_2,landcover_S2_2,nir_S2_2,red_S2_2,swir1_S2_2,swir2_S2_2
00000000000000000001_0,0.1495,0.1611,0,0.0806,0.1317,0.0841,0.0619,0.0518,0.0885,0,0.0595,0.0646,0.06625,0.0516
00000000000000000003_0,0.0794,0.11665,0,0.30095,0.11575,0.26485,0.1678,0.05815,0.0874,0,0.31875,0.09535,0.29785,0.1914
00000000000000000004_0,0.0888,0.1186,0,0.0932,0.1271,0.056,0.0443,0.0635,0.0982,0,0.03725,0.07815,0.0221,0.019
00000000000000000005_0,0.14135,0.1772,0,0.3054,0.20055,0.36615,0.33265,0.1508,0.1866,0,0.3445,0.1859,0.3135,0.265
00000000000000000007_0,0.0622,0.102,0,0.3775,0.108,0.2654,0.2056,0.0594,0.088,0,0.3115,0.0672,0.19195,0.12055
0000000000000000000a_0,0.0513,0.0667,0,0.013,0.0314,0.0074,0.0051,0.0658,0.0823,0,0.0544,0.0594,0.0472,0.0326
0000000000000000000c_0,0.0619,0.08835,0,0.2376,0.0974,0.2519,0.17805,0.0782,0.1062,0,0.23495,0.11295,0.1932,0.1127
0000000000000000000d_0,0.09295,0.107,0,0.03755,0.0655,0.0205,0.0112,0.0852,0.09895,0,0.02575,0.05525,0.02405,0.02175
0000000000000000000e_0,0.07275,0.0846,0,0.32315,0.08375,0.27205,0.1639,0.0384,0.0551,0,0.3451,0.0444,0.2126,0.1016
00000000000000000011_0,0.10915,0.13305,0,0.155,0.1285,0.0777,0.04625,0.0883,0.1167,0,0.0255,0.0812,0.0175,0.0148
00000000000000000013_0,0.04965,0.07205,0,0.1213,0.0485,0.1026,0.0592,0.0484,0.0813,0,0.2122,0.0498,0.1153,0.0574
00000000000000000014_0,0.06405,0.08705,0,0.2463,0.076,0.1264,0.0725,0.06225,0.0932,0,0.24585,0.0762,0.1307,0.06345
00000000000000000015_0,0.05845,0.07085,0,0.10585,0.0614,0.0734,0.0476,0.0417,0.0563,0,0.0778,0.0457,0.0559,0.0368
00000000000000000017_0,0.0382,0.0601,0,0.2529,0.0473,0.1994,0.1091,0.0325,0.0572,0,0.3397,0.0397,0.1743,0.0863
00000000000000000018_0,0.0242,0.0591,0,0.3188,0.0387,0.2031,0.0945,0.0372,0.062,0,0.4375,0.0408,0.1854,0.0869
00000000000000000019_0,0.07595,0.10325,0,0.108,0.09875,0.09735,0.05045,0.0294,0.037,0,0.0138,0.0251,0.0097,0.0073
0000000000000000001a_0,0.0934,0.1169,0,0.0516,0.1159,0.0173,0.0124,0.0784,0.1095,0,0.01975,0.08885,0.01345,0.0129
0000000000000000001b_0,0.07335,0.0904,0,0.03005,0.0695,0.01635,0.0129,0.0903,0.1161,0,0.03175,0.0873,0.01615,0.0118
0000000000000000001c_0,0.0908,0.1022,0,0.1595,0.1009,0.1409,0.1106,0.09075,0.1032,0,0.15335,0.10295,0.14215,0.1121
0000000000000000001e_0,0.07085,0.09675,0,0.011,0.05515,0.0059,0.00605,0.0989,0.1239,0,0.0442,0.0975,0.0209,0.0168
0000000000000000001f_0,0.04265,0.0586,0,0.34015,0.03505,0.1584,0.0684,0.0432,0.0507,0,0.3898,0.031,0.1587,0.0682
00000000000000000020_0,0.1056,0.1239,0,0.1344,0.1214,0.0836,0.0552,0.0736,0.089,0,0.0328,0.05475,0.02695,0.0232
00000000000000000022_0,0.04725,0.06625,0,0.1102,0.05245,0.08895,0.0531,0.0446,0.0623,0,0.1167,0.0507,0.0818,0.0464
00000000000000000025_0,0.06775,0.0849,0,0.1887,0.0875,0.22835,0.16365,0.08525,0.1065,0,0.2988,0.12125,0.2621,0.1808
00000000000000000026_0,0.03785,0.06225,0,0.2907,0.04675,0.2004,0.1159,0.0535,0.0853,0,0.4488,0.04835,0.23255,0.1119
00000000000000000027_0,0.08015,0.09495,0,0.12175,0.0806,0.10855,0.0794,0.035,0.0523,0,0.0933,0.0387,0.0573,0.0375
0000000000000000002a_0,0.05055,0.0766,0,0.3654,0.05685,0.22285,0.11595,0.0362,0.0662,0,0.4408,0.0362,0.2036,0.0953
0000000000000000002b_0,0.0685,0.10175,0,0.07355,0.1134,0.01125,0.00895,0.0816,0.1176,0,0.08065,0.12565,0.01415,0.0111
0000000000000000002c_0,0.0732,0.0926,0,0.3016,0.0838,0.1708,0.0985,0.0287,0.04535,0,0.29425,0.03325,0.1473,0.06645
0000000000000000002d_0,0.08105,0.1072,0,0.0279,0.06985,0.0105,0.0076,0.0865,0.1187,0,0.02865,0.089,0.01485,0.0128
0000000000000000002e_0,0.10055,0.11975,0,0.20505,0.1175,0.1541,0.1044,0.0426,0.0752,0,0.12425,0.0549,0.07925,0.0485
0000000000000000002f_0,0.06175,0.072,0,0.0225,0.03665,0.00895,0.0069,0.0814,0.1084,0,0.02835,0.06055,0.021,0.0181
00000000000000000030_0,0.0396,0.0555,0,0.21145,0.0381,0.15915,0.098,0.0369,0.0558,0,0.2469,0.0404,0.1857,0.1106
00000000000000000033_0,0.1025,0.1095,0,0.1007,0.1071,0.0991,0.0859,0.09285,0.1045,0,0.09605,0.10145,0.09445,0.0836
00000000000000000034_0,0.0613,0.0893,0,0.2732,0.0885,0.2378,0.1734,0.04565,0.06725,0,0.29825,0.0588,0.21065,0.1397
00000000000000000035_0,0.0964,0.1103,0,0.1105,0.101,0.0783,0.0484,0.11815,0.1304,0,0.13515,0.13405,0.1282,0.10305
00000000000000000036_0,0.136,0.172,0,0.2801,0.1844,0.2867,0.2502,0.1561,0.186,0,0.3121,0.2056,0.3384,0.2836
00000000000000000037_0,0.132,0.1765,0,0.28115,0.20795,0.30565,0.2729,0.12215,0.1478,0,0.1905,0.1563,0.1898,0.16295
00000000000000000038_0,0.0646,0.0877,0,0.2404,0.0981,0.27125,0.18185,0.0721,0.1085,0,0.3296,0.1091,0.3075,0.1924
00000000000000000039_0,0.08635,0.10405,0,0.1839,0.09895,0.13965,0.09215,0.0543,0.07545,0,0.2471,0.06585,0.14965,0.09155
0000000000000000003a_0,0.08005,0.1077,0,0.0255,0.0836,0.01455,0.01115,0.0826,0.1125,0,0.0255,0.079,0.0158,0.0122
0000000000000000003e_0,0.1262,0.1542,0,0.1884,0.1661,0.2237,0.2045,0.0991,0.1162,0,0.1736,0.1491,0.1731,0.1444
00000000000000000040_0,0.11745,0.12095,0,0.07905,0.0895,0.05505,0.04415,0.0909,0.1178,0,0.0709,0.0933,0.0748,0.0677
00000000000000000041_0,0.0838,0.1234,0,0.0375,0.101,0.019,0.0132,0.0771,0.1148,0,0.0309,0.0872,0.0171,0.0147
00000000000000000042_0,0.0903,0.1029,0,0.0279,0.0587,0.0142,0.0118,0.08145,0.091,0,0.01805,0.05615,0.0145,0.0139
00000000000000000043_0,0.1565,0.146,0,0.26665,0.13995,0.2758,0.2497,0.1799,0.1622,0,0.2924,0.1606,0.2537,0.2375
00000000000000000044_0,0.09015,0.1021,0,0.0307,0.06455,0.0115,0.00705,0.0688,0.0809,0,0.0138,0.0401,0.0061,0.0056
00000000000000000045_0,0.0704,0.101,0,0.081,0.106,0.0763,0.0661,0.09365,0.1206,0,0.0675,0.10895,0.04485,0.03645
00000000000000000046_0,0.0629,0.0838,0,0.016,0.0381,0.0109,0.0097,0.0691,0.08805,0,0.02675,0.05605,0.0201,0.0176
00000000000000000047_0,0.05505,0.08025,0,0.0202,0.057,0.0093,0.0078,0.0489,0.0707,0,0.0168,0.0479,0.0092,0.007
00000000000000000048_0,0.1489,0.19155,0,0.32265,0.22025,0.3921,0.32565,0.08755,0.126,0,0.3818,0.12,0.30385,0.1968
00000000000000000049_0,0.0687,0.1016,0,0.0601,0.0969,0.016,0.0126,0.0988,0.1286,0,0.0358,0.0873,0.0256,0.0246
0000000000000000004a_0,0.06815,0.09755,0,0.2599,0.10395,0.22125,0.1661,0.0452,0.0756,0,0.392,0.0489,0.1546,0.0795
0000000000000000004b_0,0.0477,0.0876,0,0.2756,0.0679,0.209,0.1145,0.0465,0.0868,0,0.5002,0.047,0.2168,0.1037
0000000000000000004c_0,0.0445,0.0466,0,0.0551,0.0417,0.0539,0.044,0.0488,0.05255,0,0.0449,0.0484,0.0534,0.0432
0000000000000000004d_0,0.1378,0.163,0,0.07545,0.13575,0.016,0.01145,0.091,0.1139,0,0.0213,0.0729,0.0083,0.0079
0000000000000000004e_0,0.0976,0.1225,0,0.19,0.1032,0.1476,0.0824,0.0649,0.0903,0,0.0624,0.0702,0.0323,0.0244
00000000000000000050_0,0.07255,0.0949,0,0.15455,0.08625,0.1318,0.0967,0.06205,0.08225,0,0.12805,0.07015,0.0922,0.0681
00000000000000000052_0,0.043,0.0753,0,0.0085,0.0517,0.0084,0.0066,0.0597,0.091,0,0.0221,0.0662,0.0159,0.0114
00000000000000000054_0,0.1277,0.1482,0,0.2023,0.1559,0.2362,0.2138,0.12715,0.14915,0,0.22335,0.1551,0.23435,0.2102
00000000000000000056_0,0.0886,0.1151,0,0.0318,0.1022,0.0096,0.0068,0.0758,0.1021,0,0.0201,0.0757,0.0085,0.0065
00000000000000000057_0,0.07685,0.1048,0,0.21605,0.10805,0.21125,0.17175,0.0731,0.0998,0,0.2426,0.1019,0.2015,0.1558
0000000000000000005a_0,0.11135,0.12595,0,0.13175,0.1118,0.1202,0.0945,0.0612,0.07305,0,0.089,0.05305,0.0654,0.03915
0000000000000000005b_0,0.1138,0.12305,0,0.08745,0.10265,0.0545,0.04325,0.05835,0.0807,0,0.01225,0.06165,0.01245,0.01025
0000000000000000005c_0,0.09335,0.11115,0,0.0272,0.06825,0.0104,0.00725,0.0834,0.10565,0,0.01835,0.06205,0.01065,0.0089
0000000000000000005e_0,0.0369,0.0521,0,0.3492,0.0337,0.17565,0.075,0.0247,0.04095,0,0.41415,0.0213,0.1683,0.0631
0000000000000000005f_0,0.0612,0.08505,0,0.08985,0.0859,0.0895,0.06615,0.0473,0.0606,0,0.0373,0.0417,0.017,0.0124
00000000000000000060_0,0.0363,0.0474,0,0.2498,0.0333,0.113,0.0512,0.0341,0.0513,0,0.2973,0.0332,0.13615,0.06055
00000000000000000062_0,0.03965,0.05805,0,0.16685,0.0733,0.14,0.08805,0.06175,0.08425,0,0.2493,0.0761,0.17345,0.08435
00000000000000000064_0,0.06435,0.08365,0,0.0414,0.0714,0.0192,0.0211,0.0817,0.103,0,0.04365,0.0922,0.01525,0.0138
00000000000000000067_0,0.04085,0.05075,0,0.05855,0.03995,0.0584,0.04125,0.03545,0.054,0,0.0558,0.03765,0.03755,0.026
0000000000000000006a_0,0.0593,0.0817,0,0.0095,0.0396,0.004,0.0046,0.0775,0.1024,0,0.0222,0.0577,0.0143,0.0113
0000000000000000006b_0,0.05915,0.0878,0,0.19135,0.12095,0.2063,0.16315,0.0478,0.082,0,0.2309,0.0931,0.1901,0.1208
0000000000000000006e_0,0.0541,0.0743,0,0.2139,0.0658,0.1512,0.1136,0.0643,0.0845,0,0.2373,0.074,0.1677,0.1214
00000000000000000072_0,0.1368,0.1947,0,0.2696,0.2346,0.3163,0.2719,0.1299,0.1648,0,0.2428,0.189,0.2771,0.2301
00000000000000000073_0,0.0467,0.0631,0,0.0969,0.0564,0.0847,0.0532,0.0402,0.05935,0,0.0492,0.0435,0.05245,0.0341
00000000000000000074_0,0.0937,0.10815,0,0.0335,0.0786,0.0142,0.01,0.0728,0.0927,0,0.017,0.0543,0.0084,0.006
00000000000000000075_0,0.1622,0.17845,0,0.18775,0.19545,0.20555,0.2029,0.1588,0.1821,0,0.22,0.1889,0.2417,0.2282
00000000000000000078_0,0.11705,0.1453,0,0.1913,0.15435,0.24375,0.25065,0.1359,0.1611,0,0.2105,0.1697,0.2628,0.2589
0000000000000000007a_0,0.07445,0.08535,0,0.03225,0.04155,0.0208,0.01615,0.0777,0.0876,0,0.0266,0.0471,0.0281,0.0213
0000000000000000007e_0,0.0731,0.09805,0,0.20435,0.0916,0.1578,0.09855,0.0911,0.1145,0,0.2724,0.1062,0.1677,0.1004
00000000000000000080_0,0.0909,0.1222,0,0.2388,0.1458,0.2816,0.2047,0.12865,0.18055,0,0.30115,0.22815,0.3538,0.27885
00000000000000000081_0,0.069,0.0883,0,0.0841,0.07065,0.0567,0.04415,0.0558,0.0741,0,0.0998,0.0619,0.0753,0.05
00000000000000000082_0,0.07995,0.12225,0,0.2604,0.12745,0.20125,0.1123,0.06275,0.0983,0,0.25655,0.0923,0.1508,0.08045
00000000000000000083_0,0.0871,0.1127,0,0.0424,0.1104,0.0135,0.0096,0.0801,0.10825,0,0.0352,0.0949,0.0226,0.0217
00000000000000000084_0,0.05895,0.0703,0,0.2482,0.05835,0.14085,0.077,0.0353,0.05615,0,0.37875,0.044,0.1955,0.09315
00000000000000000086_0,0.17705,0.2089,0,0.3628,0.2189,0.3269,0.26225,0.15095,0.1808,0,0.33895,0.1845,0.2707,0.2087
00000000000000000087_0,0.0609,0.0919,0,0.1936,0.1039,0.2239,0.1615,0.0596,0.0794,0,0.1988,0.0825,0.2058,0.1455
00000000000000000088_0,0.0856,0.1178,0,0.0266,0.0934,0.0142,0.0108,0.0818,0.1192,0,0.0387,0.1159,0.0169,0.0134
00000000000000000089_0,0.0225,0.0543,0,0.373,0.0345,0.1728,0.0894,0.0368,0.0655,0,0.2999,0.0654,0.1585,0.1029
0000000000000000008a_0,0.0869,0.1243,0,0.0336,0.0936,0.0332,0.0277,0.0887,0.1205,0,0.0502,0.1107,0.0409,0.0332
0000000000000000008b_0,0.0652,0.0848,0,0.0433,0.06645,0.0302,0.0232,0.07525,0.09055,0,0.05765,0.07005,0.0325,0.0219
0000000000000000008c_0,0.07985,0.0998,0,0.12405,0.08565,0.0607,0.0306,0.0513,0.0836,0,0.094,0.0693,0.0362,0.0215
0000000000000000008d_0,0.07605,0.0856,0,0.03885,0.0606,0.0249,0.016,0.0619,0.069,0,0.0173,0.0429,0.0138,0.0113
0000000000000000008e_0,0.0782,0.1015,0,0.0933,0.0954,0.0684,0.0444,0.0754,0.0957,0,0.076,0.083,0.0424,0.0324
0000000000000000008f_0,0.0879,0.1131,0,0.032,0.0841,0.0236,0.0213,0.0884,0.1092,0,0.0408,0.07635,0.03525,0.0305
00000000000000000090_0,0.1643,0.2379,0,0.3065,0.2787,0.3333,0.2976,0.148,0.1859,0,0.3204,0.2073,0.3003,0.2483
00000000000000000091_0,0.0845,0.1037,0,0.2237,0.0948,0.1838,0.1191,0.0558,0.076,0,0.2184,0.0594,0.1485,0.0872
00000000000000000093_0,0.07425,0.1033,0,0.02865,0.07845,0.0204,0.0148,0.0782,0.1054,0,0.0271,0.0773,0.0172,0.0138
00000000000000000095_0,0.06185,0.0755,0,0.2162,0.08615,0.23765,0.1553,0.0514,0.0647,0,0.2509,0.0579,0.2074,0.1188
00000000000000000096_0,0.0842,0.1482,0,0.1893,0.1263,0.1586,0.1008,0.1396,0.1653,0,0.2582,0.1523,0.1923,0.1301
00000000000000000099_0,0.03355,0.05215,0,0.3287,0.04045,0.1912,0.0976,0.0353,0.05575,0,0.3626,0.0331,0.18335,0.0791
0000000000000000009a_0,0.0996,0.1362,0,0.1353,0.1423,0.1009,0.0596,0.09235,0.13255,0,0.0778,0.1291,0.03335,0.0219
0000000000000000009b_0,0.0599,0.0797,0,0.1954,0.0922,0.2354,0.1648,0.055,0.0805,0,0.2649,0.0804,0.217,0.1341
0000000000000000009e_0,0.0394,0.0696,0,0.3446,0.0379,0.1719,0.0877,0.034,0.0516,0,0.3523,0.0295,0.1743,0.0836
000000000000000000a1_0,0.0254,0.0509,0,0.2739,0.02875,0.1401,0.0657,0.0212,0.04335,0,0.30485,0.02325,0.13245,0.05775
000000000000000000a4_0,0.0727,0.0878,0,0.2232,0.0748,0.1475,0.1011,0.1262,0.1422,0,0.229,0.1401,0.1874,0.1551
000000000000000000a5_0,0.0778,0.1002,0,0.0321,0.0686,0.015,0.0098,0.08915,0.11445,0,0.0298,0.0896,0.01385,0.00935
000000000000000000a6_0,0.0775,0.09485,0,0.2929,0.0742,0.2069,0.12675,0.0328,0.05445,0,0.2941,0.03965,0.18575,0.10485
000000000000000000a7_0,0.0488,0.0656,0,0.1718,0.0515,0.1138,0.0676,0.05415,0.0924,0,0.25105,0.093,0.19405,0.11795
000000000000000000a9_0,0.088,0.0959,0,0.2176,0.0858,0.1419,0.0804,0.0385,0.0579,0,0.1487,0.04205,0.08225,0.04535
000000000000000000ab_0,0.1303,0.15385,0,0.0908,0.13135,0.05085,0.03675,0.1012,0.1242,0,0.0948,0.1124,0.0451,0.0324
000000000000000000ac_0,0.0843,0.103,0,0.0353,0.0798,0.0206,0.0172,0.0981,0.1152,0,0.05,0.0873,0.0323,0.0262
000000000000000000ad_0,0.0336,0.0513,0,0.2838,0.062,0.2293,0.1389,0.0388,0.05675,0,0.28705,0.06915,0.2235,0.1322
000000000000000000ae_0,0.09355,0.11395,0,0.0325,0.0891,0.01165,0.0073,0.0705,0.0897,0,0.0177,0.05395,0.00955,0.00665
000000000000000000b0_0,0.0595,0.0892,0,0.3147,0.0765,0.2053,0.1166,0.051,0.0753,0,0.29545,0.0625,0.2134,0.12405
000000000000000000b2_0,0.0776,0.10145,0,0.1967,0.1026,0.1969,0.13425,0.05805,0.08115,0,0.2141,0.07845,0.14445,0.0916
000000000000000000b3_0,0.0276,0.0525,0,0.318,0.0321,0.1548,0.0718,0.0316,0.055,0,0.3464,0.0309,0.1686,0.0873
000000000000000000b4_0,0.0756,0.1069,0,0.1965,0.12715,0.2449,0.1791,0.0445,0.0603,0,0.0732,0.0435,0.0595,0.0397
000000000000000000b5_0,0.084,0.10345,0,0.125,0.1102,0.0958,0.0747,0.0914,0.1017,0,0.14645,0.0899,0.09975,0.0749
000000000000000000b6_0,0.0399,0.0543,0,0.0033,0.0154,0.0035,0.0041,0.0949,0.10765,0,0.03825,0.0648,0.0202,0.01565
000000000000000000b7_0,0.0873,0.1115,0,0.0314,0.0751,0.0245,0.0203,0.0683,0.0995,0,0.0213,0.0687,0.0135,0.0124
000000000000000000b8_0,0.0395,0.0706,0,0.3321,0.0419,0.1855,0.0896,0.0365,0.0714,0,0.3567,0.0383,0.1956,0.0914
000000000000000000b9_0,0.1513,0.2329,0,0.3854,0.3579,0.5504,0.4537,0.1538,0.2268,0,0.377,0.3561,0.5202,0.4513
000000000000000000ba_0,0.1126,0.1508,0,0.25515,0.17215,0.25965,0.1881,0.0572,0.0797,0,0.2539,0.0943,0.2215,0.1419
000000000000000000bd_0,0.0749,0.0892,0,0.0249,0.05785,0.0118,0.00785,0.0748,0.09345,0,0.03625,0.0564,0.024,0.0226
000000000000000000c0_0,0.0518,0.0718,0,0.2268,0.0686,0.1795,0.1263,0.04295,0.0642,0,0.2623,0.0526,0.1775,0.1058
000000000000000000c1_0,0.0598,0.0825,0,0.2503,0.063,0.189,0.1012,0.0431,0.0721,0,0.2502,0.0451,0.1494,0.0758
000000000000000000c2_0,0.1231,0.1436,0,0.2088,0.1569,0.2336,0.1976,0.1149,0.1401,0,0.2034,0.1602,0.2373,0.2026
000000000000000000c6_0,0.098,0.1174,0,0.2098,0.1336,0.2521,0.2241,0.09275,0.11075,0,0.22435,0.1268,0.27345,0.2394
000000000000000000ca_0,0.0586,0.07055,0,0.31755,0.0557,0.17955,0.09425,0.0349,0.0528,0,0.3645,0.0342,0.1774,0.0987
000000000000000000cd_0,0.1136,0.13335,0,0.22065,0.13575,0.21385,0.18635,0.1143,0.1574,0,0.2883,0.2161,0.3342,0.2542
000000000000000000ce_0,0.08805,0.1269,0,0.22765,0.1522,0.25195,0.19985,0.08835,0.1142,0,0.2245,0.10985,0.18145,0.1253
000000000000000000cf_0,0.07415,0.08745,0,0.2433,0.08525,0.19445,0.13025,0.0806,0.0941,0,0.31115,0.08055,0.20925,0.12975
000000000000000000d0_0,0.09825,0.1261,0,0.02535,0.1012,0.01815,0.0151,0.1089,0.1336,0,0.0492,0.1062,0.0382,0.0339
000000000000000000d2_0,0.1493,0.17985,0,0.2468,0.19215,0.26105,0.22845,0.1364,0.1641,0,0.2521,0.1776,0.2472,0.21
000000000000000000d5_0,0.01875,0.03715,0,0.223,0.022,0.0959,0.0424,0.0243,0.0433,0,0.2886,0.023,0.1065,0.0437
000000000000000000d7_0,0.058,0.07855,0,0.2813,0.06935,0.2355,0.1406,0.0288,0.0561,0,0.3109,0.03695,0.1869,0.09335
000000000000000000d8_0,0.0803,0.0922,0,0.0767,0.0951,0.065,0.0542,0.0841,0.112,0,0.0477,0.1017,0.0273,0.0182
000000000000000000da_0,0.0605,0.0835,0,0.2063,0.0785,0.128,0.0841,0.059,0.0794,0,0.1813,0.067,0.1097,0.0693
000000000000000000db_0,0.04885,0.08045,0,0.47005,0.0432,0.26105,0.1177,0.03865,0.0767,0,0.5202,0.0355,0.2289,0.0965
000000000000000000dc_0,0.1007,0.1263,0,0.3021,0.0894,0.1931,0.0996,0.0492,0.0748,0,0.2652,0.0476,0.1571,0.07485
000000000000000000de_0,0.1066,0.1277,0,0.036,0.1028,0.0121,0.00885,0.0852,0.1067,0,0.0164,0.0688,0.0125,0.0106
000000000000000000e0_0,0.0777,0.1,0,0.0354,0.0968,0.0171,0.0124,0.0847,0.1127,0,0.0308,0.0959,0.0157,0.0116
000000000000000000e1_0,0.22515,0.2088,0,0.27055,0.2046,0.2787,0.2617,0.17525,0.15455,0,0.2197,0.16155,0.24605,0.2099
000000000000000000e2_0,0.03365,0.0532,0,0.21895,0.05325,0.1827,0.108,0.0515,0.0796,0,0.3729,0.0524,0.1804,0.0898
000000000000000000e3_0,0.05835,0.083,0,0.0208,0.0578,0.0132,0.0114,0.0794,0.1065,0,0.02915,0.0784,0.0175,0.01285
000000000000000000e5_0,0.19975,0.18995,0,0.29055,0.173,0.31145,0.2916,0.1977,0.1869,0,0.2749,0.1727,0.3002,0.2902
000000000000000000e6_0,0.0558,0.0816,0,0.2557,0.0817,0.2489,0.159,0.0499,0.0812,0,0.3188,0.0631,0.225,0.1233
000000000000000000eb_0,0.06915,0.076,0,0.1678,0.0672,0.13215,0.1082,0.0889,0.1173,0,0.1884,0.1341,0.1645,0.1278
000000000000000000ec_0,0.1072,0.1801,0,0.3345,0.2903,0.4744,0.3198,0.1521,0.215,0,0.32,0.2943,0.4635,0.3336
000000000000000000ee_0,0.0793,0.09415,0,0.2524,0.1057,0.2536,0.17695,0.0584,0.0783,0,0.2824,0.0819,0.2469,0.1585
000000000000000000f2_0,0.0807,0.0905,0,0.24205,0.07335,0.1307,0.06475,0.0315,0.0471,0,0.3683,0.0295,0.1312,0.0517
000000000000000000f3_0,0.0669,0.06985,0,0.2213,0.04295,0.12585,0.05695,0.0277,0.0432,0,0.2931,0.0266,0.1477,0.0656
000000000000000000f5_0,0.06805,0.08955,0,0.2946,0.08425,0.27885,0.1739,0.041,0.0655,0,0.27305,0.0739,0.2858,0.1717
000000000000000000f7_0,0.1063,0.1263,0,0.3626,0.1036,0.2199,0.1237,0.0357,0.0592,0,0.2866,0.0566,0.1946,0.1011
000000000000000000f8_0,0.05245,0.0753,0,0.1377,0.07655,0.115,0.08635,0.0585,0.0762,0,0.0964,0.0612,0.0537,0.0323
000000000000000000f9_0,0.0745,0.09105,0,0.0292,0.057,0.01015,0.0061,0.06705,0.0888,0,0.01455,0.04595,0.00695,0.006
000000000000000000fb_0,0.1048,0.1184,0,0.1194,0.1074,0.0752,0.0552,0.0472,0.0747,0,0.0666,0.049,0.0459,0.0269
000000000000000000fc_0,0.03885,0.05745,0,0.28155,0.05545,0.21945,0.13995,0.0395,0.0567,0,0.3218,0.046,0.20875,0.1164
000000000000000000fe_0,0.0145,0.0504,0,0.0076,0.0214,0.0057,0.0054,0.0369,0.0556,0,0.0185,0.0342,0.0117,0.0115
000000000000000000ff_0,0.07475,0.09855,0,0.23775,0.07785,0.2034,0.12565,0.0638,0.0888,0,0.2429,0.0799,0.174,0.1079
00000000000000000103_0,0.06005,0.0736,0,0.1874,0.07625,0.19715,0.1169,0.0529,0.067,0,0.1947,0.0713,0.1878,0.1087
00000000000000000107_0,0.12845,0.1535,0,0.0429,0.1211,0.01615,0.01115,0.0827,0.1066,0,0.0167,0.0505,0.0104,0.0093
00000000000000000108_0,0.1276,0.1647,0,0.2782,0.1927,0.3024,0.2427,0.1132,0.1374,0,0.2611,0.157,0.2789,0.2294
0000000000000000010a_0,0.0919,0.1203,0,0.2706,0.12085,0.19445,0.1282,0.0598,0.08885,0,0.3088,0.08865,0.22465,0.13995
0000000000000000010b_0,0.0492,0.075,0,0.0735,0.0476,0.0612,0.0451,0.0361,0.0534,0,0.05455,0.03525,0.05715,0.0351
0000000000000000010d_0,0.07235,0.10025,0,0.2541,0.112,0.2691,0.18835,0.0655,0.0886,0,0.2693,0.0927,0.2429,0.1559
0000000000000000010e_0,0.0583,0.0854,0,0.0134,0.0518,0.0081,0.0056,0.0622,0.084,0,0.0169,0.0486,0.0107,0.00935
0000000000000000010f_0,0.1125,0.1189,0,0.0542,0.0907,0.0372,0.0293,0.0635,0.0797,0,0.01575,0.04295,0.01,0.0069
00000000000000000111_0,0.0534,0.07615,0,0.0487,0.05285,0.03605,0.0294,0.0456,0.0701,0,0.0418,0.047,0.0246,0.0192
00000000000000000114_0,0.14665,0.16975,0,0.1981,0.18295,0.2205,0.2064,0.1426,0.1631,0,0.1973,0.1743,0.2156,0.1944
00000000000000000115_0,0.0525,0.0797,0,0.273,0.0901,0.3081,0.1974,0.04825,0.0771,0,0.3254,0.0642,0.262,0.1544
00000000000000000116_0,0.1195,0.1293,0,0.0942,0.116,0.0537,0.0432,0.11265,0.13865,0,0.06745,0.1081,0.08245,0.0717
00000000000000000117_0,0.0393,0.0487,0,0.341,0.0345,0.1592,0.0705,0.0278,0.0444,0,0.3233,0.0301,0.1575,0.0749
00000000000000000119_0,0.0581,0.0728,0,0.0258,0.0606,0.0107,0.0067,0.05085,0.07725,0,0.02315,0.0439,0.0159,0.01165
0000000000000000011b_0,0.1074,0.1298,0,0.15,0.1342,0.1175,0.0769,0.0807,0.1021,0,0.0239,0.0609,0.0191,0.0149
